document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec_kwh,acs_proyec_kwh,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,log_calef_proyec_kwh,log_acs_proyec_kwh,cluster_hdbscan,cluster_probability,cluster_is_noise
a44cb92024,53.1,c,depto,2356.7,2804.1,4.0,4.0,0.84,0.84,7.765441846540239,7.939194467945214,2,1.0,False
d6ee9f2024,56.8,d,depto,8402.0,6154.8,1.9,1.9,0.47,0.47,9.036344063928219,8.725150005802023,25,0.265920536899111,False
a2c4282025,43.7,b,casa_pareada,5035.9,2758.9,3.0,3.0,0.6,0.6,8.52454609246142,7.9229497261707476,8,1.0,False
4c651e2023,49.2,d,depto,4547.6,2467.5,1.9,1.9,0.47,0.47,8.422574772290313,7.811365957698918,25,1.0,False
3c8f8e2021,92.0,d,casa_aislada,21531.3,3837.2,1.9,1.9,0.47,0.47,9.977309412335043,8.252758785684147,18,0.3648357743882624,False
48d14c2021,54.5,a,depto,3551.3,2546.6,4.0,4.0,0.84,0.84,8.17535056000502,7.84290701849721,4,0.44375096420454047,False
c236942025,47.8,d,casa_pareada,5146.3,2415.9,1.9,1.9,0.47,0.47,8.546227584334586,7.790241006243931,27,1.0,False
947f002023,39.3,d,depto,157.1,0.0,1.9,1.9,0.47,0.47,5.0632277442154265,0.0,12,1.0,False
1fe8d72024,60.1,f,casa_aislada,8333.5,3337.1,1.6,1.6,0.33,0.33,9.028158805383143,8.113157061831764,20,1.0,False
ef31872026,49.8,g,depto,9342.9,2993.3,1.1,1.1,0.28,0.28,9.142479002955946,8.00446576036065,28,0.6560923354583298,False
b7192e2024,34.8,d,depto,671.7,1865.6,1.9,1.9,0.47,0.47,6.51129946503156,7.531873873131646,25,0.7786871043400759,False
07e3992025,27.0,d,depto,149.1,10475.8,1.9,1.9,0.47,0.47,5.011301738639416,9.256918567736761,25,0.14555529101514697,False
c8ff1d2021,42.0,d,casa_pareada,5835.0,2176.5,1.9,1.9,0.47,0.47,8.671800909642677,7.685932708726658,27,1.0,False
f5fde72024,34.0,d,depto,1330.5,2192.0,1.9,1.9,0.47,0.47,7.194061405253987,7.693025748417888,25,0.7388537954326058,False
0a87552026,38.9,g,depto,1857.9,2454.5,1.6,1.6,0.33,0.33,7.527740193913099,7.8060856854792995,29,0.5475029868844861,False
571d292024,55.5,d,casa_pareada,10953.8,1895.1,1.9,1.9,0.47,0.47,9.301532995359036,7.5475544240401575,27,0.27160768764000454,False
d9491d2024,48.6,d,depto,3419.2,2447.5,1.9,1.9,0.47,0.47,8.137454307878953,7.803230871142372,25,1.0,False
b6c8142023,37.1,d,depto,1366.5,1769.6,1.9,1.9,0.47,0.47,7.220739534296136,7.479073751176949,25,1.0,False
7db1f02021,46.9,g,depto,2182.6,2855.6,1.6,1.6,0.33,0.33,7.688730169907602,7.957387385428528,29,0.6584118964158127,False
17689e2024,49.4,d,depto,1027.1,2477.3,1.9,1.9,0.47,0.47,6.935467717548673,7.815328120236569,25,0.9717959101316755,False
88c59a2021,74.1,d,casa_aislada,18660.7,3332.5,1.9,1.9,0.47,0.47,9.834228574217322,8.111778082058114,18,0.62726715194705,False
fdaa482023,29.5,d,depto,8290.8,979.7,1.9,1.9,0.47,0.47,9.023022353631406,6.888266602398275,25,0.2250353643068596,False
533cf22019,51.7,d,depto,4786.3,2566.0,1.9,1.9,0.47,0.47,8.473721857159363,7.8504931808711405,25,1.0,False
d54feb2023,46.1,d,depto,2141.1,2111.0,1.9,1.9,0.47,0.47,7.669541935258771,7.655390644826152,25,1.0,False
5188292021,45.0,d,casa_pareada,4507.1,2301.8,1.0,1.0,0.0,0.0,8.41363105769979,7.741881052801655,7,0.13190624023530576,False
2e84b02026,52.3,e,casa_pareada,1854.6,2888.8,1.7,1.7,0.38,0.38,7.525963372877588,7.968942574559511,11,0.1319718528968365,False
7a74e32024,52.4,d,casa_pareada,8330.1,2592.8,3.0,3.0,0.6,0.6,9.02775077926381,7.860879260901641,-1,0.0,True
9e07332021,42.0,d,casa_pareada,4960.3,2176.5,1.9,1.9,0.47,0.47,8.509423082151807,7.685932708726658,27,1.0,False
1c3ed22025,44.9,d,depto,7768.9,1808.8,1.0,1.0,0.0,0.0,8.958012573266004,7.500971620917033,6,0.6461832902397191,False
34d4db2020,43.7,d,casa_pareada,6795.6,2250.1,1.9,1.9,0.47,0.47,8.824177766122515,7.719174264620118,27,1.0,False
a541622026,58.6,i,casa_pareada,32444.6,3839.6,0.6,0.6,0.25,0.25,10.387320119718305,8.253383883376012,0,1.0,False
b6b7de2023,66.8,d,casa_pareada,8989.4,3101.5,1.9,1.9,0.47,0.47,9.103912620357933,8.039963517078762,27,0.6579041046094567,False
88bd8b2024,38.6,d,depto,154.2,0.0,1.9,1.9,0.47,0.47,5.0447146077491185,0.0,12,1.0,False
6f24312024,63.1,d,casa_aislada,11121.2,2977.5,1.9,1.9,0.47,0.47,9.316698389963099,7.9991750970687425,18,1.0,False
4fdcff2019,55.0,d,depto,1606.5,4149.4,1.0,1.0,0.0,0.0,7.382435456111774,8.330959994122125,6,0.8101969334976116,False
fb9e222025,54.7,f,depto,3243.0,3111.6,1.7,1.7,0.38,0.38,8.084562415235304,8.04321366877091,21,1.0,False
ac33d62024,53.3,c,depto,74.8,2811.1,4.0,4.0,0.84,0.84,4.328098292648326,7.941686814175914,2,0.20106626529762886,False
f010222019,48.6,d,depto,11131.3,2445.2,3.0,3.0,0.6,0.6,9.317606071617904,7.802291079053263,10,0.31670872843822934,False
49d2702023,41.2,f,casa_aislada,13212.8,2488.4,1.6,1.6,0.33,0.33,9.4890170170129,7.819796996566877,20,1.0,False
8201062026,42.1,d,depto,70.3,3672.6,1.9,1.9,0.47,0.47,4.26689632742025,8.208927386685193,25,0.19124500418242635,False
eb382a2022,56.2,d,depto,5036.0,2732.9,1.9,1.9,0.47,0.47,8.52456594574565,7.9134844401701905,25,1.0,False
22f50d2024,130.0,d,depto,3700.4,4669.4,1.9,1.9,0.47,0.47,8.216466405443647,8.44900000009985,25,0.2744340310733681,False
de83e72024,51.1,c,depto,737.4,2721.2,4.0,4.0,0.84,0.84,6.604485683188642,7.909195655897973,2,0.7976587279130946,False
23992a2024,48.3,d,depto,3428.0,2432.5,3.0,3.0,0.6,0.6,8.14002395246292,7.797085829273509,10,0.496310470705209,False
4ce53a2026,70.6,c,depto,1542.0,3453.4,3.0,3.0,0.6,0.6,7.341483852363161,8.147404059760543,9,0.3688383948074246,False
5f68102025,66.8,d,casa_aislada,11415.7,3101.4,3.0,3.0,0.6,0.6,9.342832474726029,8.039931284488388,-1,0.0,True
0d677e2023,46.1,f,casa_pareada,11172.7,2725.4,1.7,1.7,0.38,0.38,9.321318081618585,7.9107373366349965,15,0.28762697276580007,False
f8014d2020,51.0,d,depto,6342.1,2538.8,1.9,1.9,0.47,0.47,8.755122886920313,7.839840616754933,25,1.0,False
f353b32022,53.5,d,depto,6536.1,2633.7,1.9,1.9,0.47,0.47,8.78524892103282,7.876524602501423,25,1.0,False
ccd8ee2024,49.5,d,casa_pareada,8891.3,1735.7,1.9,1.9,0.47,0.47,9.0929410127066,7.459742039753069,27,0.2550071624265528,False
3410192026,41.9,d,depto,0.0,2174.8,1.9,1.9,0.47,0.47,0.0,7.685151691986983,25,0.11732129676656053,False
15b8ef2022,48.7,g,depto,4312.1,2941.3,1.1,1.1,0.28,0.28,8.369412182096656,7.9869468674106425,28,1.0,False
8365e92023,57.6,d,depto,1801.2,2784.7,3.0,3.0,0.6,0.6,7.496763419800937,7.932254467278248,10,0.2763091037447956,False
8195a52023,74.3,d,casa_pareada,3255.0,1122.6,1.7,1.7,0.38,0.38,8.08825472712243,7.024293095230089,30,1.0,False
40bd752023,30.7,d,depto,4647.6,2028.4,1.9,1.9,0.47,0.47,8.444321377980327,7.615495461844983,25,0.5785627057551672,False
31c2e02025,46.4,d,depto,2552.9,0.0,1.9,1.9,0.47,0.47,7.8453768815581215,0.0,12,1.0,False
a7a99e2023,59.9,d,depto,5905.7,2866.6,3.0,3.0,0.6,0.6,8.683842578815897,7.961230721978717,10,0.32196746058027015,False
cd70bb2024,55.6,a,depto,0.0,2584.9,4.0,4.0,0.84,0.84,0.0,7.857828888823861,5,1.0,False
30f7f52022,48.6,d,depto,5697.1,2445.9,1.9,1.9,0.47,0.47,8.647888064921403,7.802577196240639,25,1.0,False
07555f2026,71.7,d,casa_pareada,15350.2,3258.4,1.9,1.9,0.47,0.47,9.638948925855532,8.089298408341888,27,0.4697694137065034,False
50f0752024,52.5,d,depto,3935.2,2597.6,1.9,1.9,0.47,0.47,8.277971069889336,7.862728117448636,25,1.0,False
1e893c2025,66.8,d,casa_pareada,5575.9,3101.2,1.7,1.7,0.38,0.38,8.626388345441633,8.039866816190651,32,0.6270436754536689,False
ff3b9e2025,54.4,d,depto,3265.7,2665.8,3.0,3.0,0.6,0.6,8.091535580020125,7.888634530743905,10,0.5895934039523685,False
09cf962025,51.6,d,depto,1294.8,2562.6,1.9,1.9,0.47,0.47,7.166883544015857,7.849167799630072,25,1.0,False
21e9632026,48.5,d,depto,6972.0,2441.6,1.9,1.9,0.47,0.47,8.84980082722101,7.800818324736988,25,1.0,False
9075f62021,48.5,d,depto,4031.1,8035.8,1.9,1.9,0.47,0.47,8.302042611030952,8.99178627299578,25,0.3154066505963846,False
8f20482022,22.1,d,depto,814.9,1467.1,1.9,1.9,0.47,0.47,6.704291798434754,7.291724326745415,25,0.6716039484526144,False
a37a8e2021,47.5,d,depto,3771.7,2404.0,1.9,1.9,0.47,0.47,8.235546204478627,7.785305182539862,25,1.0,False
e9a2fa2023,73.6,d,depto,5043.2,3610.7,1.9,1.9,0.47,0.47,8.525994347369306,8.19193385460909,25,0.4851221548033587,False
2499bb2021,51.1,f,depto,5984.9,2953.1,1.7,1.7,0.38,0.38,8.697161982626595,7.990949314921866,21,1.0,False
8361412022,50.7,d,depto,5020.2,2529.5,3.0,3.0,0.6,0.6,8.521424227944053,7.836172190654133,10,1.0,False
e6e6122022,30.7,d,depto,2573.8,1551.7,1.9,1.9,0.47,0.47,7.8535271401784605,7.347750629987124,25,0.9250694630067932,False
87d7482020,45.2,d,depto,2136.3,2310.0,1.9,1.9,0.47,0.47,7.667298629181765,7.745435610274381,25,1.0,False
a3ee212024,27.3,d,depto,1823.4,1190.9,1.9,1.9,0.47,0.47,7.509006444837546,7.083303951488663,25,0.9182675191307624,False
4bca242024,51.7,f,casa_aislada,4514.4,2981.5,1.6,1.6,0.33,0.33,8.415249055503873,8.000517153972071,20,1.0,False
2997b62023,57.8,d,depto,10027.2,2790.9,1.9,1.9,0.47,0.47,9.213156403235665,7.934477646621922,25,0.847881283691437,False
bbd9df2020,58.7,d,casa_pareada,7020.4,2824.1,1.7,1.7,0.38,0.38,8.856717907335728,7.946299041184127,32,1.0,False
e117a12023,25.7,d,depto,1055.9,34586.3,1.9,1.9,0.47,0.47,6.963095374015301,10.451241841642611,25,0.24682320644987502,False
531f172021,60.3,d,casa_pareada,14883.8,2880.0,1.9,1.9,0.47,0.47,9.608095837014295,7.9658927350845286,27,0.35608043129751155,False
ecc2662021,46.2,f,casa_pareada,10622.3,2729.7,1.7,1.7,0.38,0.38,9.270804980991253,7.912313265567924,15,0.29420185426932033,False
2307072024,44.4,d,depto,3675.1,2753.4,1.9,1.9,0.47,0.47,8.209607686587615,7.920954912024314,25,0.9089781881773341,False
b5ed662026,60.8,f,casa_pareada,8670.5,3364.3,1.7,1.7,0.38,0.38,9.067797065190641,8.121272391150994,15,0.04024722742044015,False
873bdf2023,44.4,c,casa_pareada,2975.4,2439.9,4.0,4.0,0.0,0.0,7.998469795523106,7.8001221027369185,-1,0.0,True
440afe2021,47.8,d,depto,4767.8,2414.0,1.9,1.9,0.47,0.47,8.469849979905717,7.789454566086673,25,1.0,False
652e7b2021,46.6,f,depto,3445.1,2751.1,1.7,1.7,0.38,0.38,8.144998435819469,7.920119535602356,21,0.8957271833660234,False
f8d63e2025,47.4,d,depto,3370.7,6897.1,1.9,1.9,0.47,0.47,8.12317234719233,8.839001290347346,25,0.3390116919530966,False
1a8f5b2024,32.7,d,depto,448.9,1393.5,1.9,1.9,0.47,0.47,6.109025335847127,7.240291207067544,25,0.7419090164915356,False
87efc32020,34.6,d,depto,6732.6,1775.0,1.9,1.9,0.47,0.47,8.814865197897367,7.4821189235521155,25,0.4774189459392088,False
7cd15a2024,70.4,d,casa_aislada,11152.7,3218.6,1.9,1.9,0.47,0.47,9.319526560407049,8.077012407219579,18,0.5178925283273949,False
17ec192025,66.8,d,casa_pareada,6755.9,3101.2,1.9,1.9,0.47,0.47,8.818319483975442,8.039866816190651,27,0.6579041046094567,False
d49b682026,58.2,d,depto,3553.5,2806.5,1.7,1.7,0.38,0.38,8.175969685369537,7.940049686612598,26,0.9887256798392869,False
dd3cc32026,47.6,d,depto,0.0,2406.8,1.7,1.7,0.38,0.38,0.0,7.786468746500926,-1,0.0,True
cca00f2026,53.6,e,depto,1973.6,2944.8,1.7,1.7,0.38,0.38,7.5881211251773495,7.988135706055443,13,0.8343054533431413,False
628ace2025,49.5,d,casa_pareada,7424.6,2482.0,1.9,1.9,0.47,0.47,8.91268876848691,7.817222785508166,27,1.0,False
1d12292022,53.7,e,depto,1430.1,14000.4,1.7,1.7,0.38,0.38,7.26619865831683,9.546912603597729,13,0.14327367944605757,False
58219f2024,45.4,d,depto,2128.2,2101.9,1.9,1.9,0.47,0.47,7.663501601298602,7.651072623454659,25,1.0,False
a08d742022,39.9,d,depto,6569.7,1336.3,1.9,1.9,0.47,0.47,8.790375650704217,7.198407934878751,25,0.40079595584650374,False
0526512022,50.0,f,casa_pareada,8056.3,2903.7,1.6,1.6,0.33,0.33,8.994333791786744,7.974085393729522,16,0.7240004883608063,False
2eeab22025,53.5,a,depto,0.0,2512.1,4.0,4.0,0.84,0.84,0.0,7.829272329827873,5,1.0,False
9358632025,41.8,f,depto,3686.5,2521.6,1.6,1.6,0.33,0.33,8.212704000648076,7.833045394653093,22,0.6014572767889349,False
72bb3c2020,24.0,d,depto,1887.2,1351.6,1.9,1.9,0.47,0.47,7.543379273298417,7.209783945140839,25,0.7006433415465354,False
24ee472025,50.5,d,depto,6253.2,2520.8,3.0,3.0,0.6,0.6,8.741008517039552,7.832728211239126,10,0.8106782076416873,False
f62da42023,30.5,d,depto,127.3,0.0,1.9,1.9,0.47,0.47,4.8543712716215905,0.0,12,1.0,False
d1bde62026,47.7,f,casa_aislada,17316.2,2798.8,1.7,1.7,0.38,0.38,9.759455506230033,7.937303265040725,19,1.0,False
249dbc2024,38.0,g,depto,2238.0,2406.0,1.6,1.6,0.33,0.33,7.713784616598755,7.786136437783072,29,0.4294012860875335,False
bf0a452020,44.3,e,casa_pareada,9540.3,2535.2,1.7,1.7,0.38,0.38,9.16338502350246,7.838422176800799,11,1.0,False
ef6f522021,43.7,f,depto,7133.1,2611.7,1.7,1.7,0.38,0.38,8.872641383202147,7.8681394483668035,21,0.8389278140549287,False
e88b322024,48.6,f,depto,3113.2,2842.0,1.6,1.6,0.33,0.33,8.043727576407324,7.952615111650999,22,1.0,False
1589092025,58.6,f,casa_aislada,7526.1,3275.8,1.7,1.7,0.38,0.38,8.926265120451793,8.094622615405134,19,0.8383226920040737,False
aae47f2025,51.0,e,depto,1236.1,2831.8,1.7,1.7,0.38,0.38,7.120525209868786,7.949020900797694,13,0.7426739174717087,False
dc41d62024,63.1,d,depto,3465.0,2978.6,1.9,1.9,0.47,0.47,8.150756470275551,7.999544342302121,25,1.0,False
0288842019,66.8,d,casa_aislada,11471.3,3101.5,1.0,1.0,0.0,0.0,9.347690713125095,8.039963517078762,7,1.0,False
576ad42022,49.6,d,casa_pareada,4077.8,2483.5,3.0,3.0,0.6,0.6,8.31355810649007,7.817826711042375,-1,0.0,True
d712a92026,48.7,e,casa_aislada,13107.9,2735.5,1.7,1.7,0.38,0.38,9.481046667821776,7.914435010583973,14,1.0,False
42c6722023,50.7,f,depto,2366.4,2936.9,1.6,1.6,0.33,0.33,7.769547585519793,7.985450319394858,22,0.9712249532500494,False
50d4c62024,43.7,d,depto,195.0,2339.0,1.9,1.9,0.47,0.47,5.278114659230518,7.757906208351747,25,0.5343366996531581,False
22c62f2026,29.6,c,depto,0.0,1371.6,4.0,4.0,0.84,0.84,0.0,7.224462030474534,2,0.050570669540939035,False
be0f1c2022,43.1,d,casa_pareada,5242.2,2225.2,3.0,3.0,0.6,0.6,8.56468727794455,7.708051375059125,-1,0.0,True
356e4f2021,37.3,d,depto,1066.1,3369.7,1.9,1.9,0.47,0.47,6.972699967622519,8.122875716910137,25,0.4296621342777611,False
4164b62025,67.7,e,depto,2254.5,3492.7,1.7,1.7,0.38,0.38,7.72112695684845,8.158716625530877,13,0.35976602848940753,False
f3f7352021,65.5,a,depto,182.1,0.0,4.0,4.0,0.0,0.0,5.2100324516804655,0.0,-1,0.0,True
520b492024,90.7,d,casa_aislada,11183.4,3803.9,1.9,1.9,0.47,0.47,9.322275229213139,8.244044988741493,18,0.6147421437076478,False
37a83f2021,47.4,d,depto,6698.2,2396.9,1.9,1.9,0.47,0.47,8.80974339526488,7.782348633300083,25,1.0,False
2ba0812025,52.3,g,depto,8185.4,3109.0,1.6,1.6,0.33,0.33,9.010229519772546,8.04237800517328,29,0.747250098554077,False
581c752025,54.7,f,depto,982.7,3111.6,1.7,1.7,0.38,0.38,6.891320972518712,8.04321366877091,21,0.4557594693764307,False
22eed12022,43.3,d,casa_pareada,2772.8,2233.6,1.9,1.9,0.47,0.47,7.927973500222235,7.711817520113238,27,0.3880577047339298,False
f80f872024,60.0,e,depto,15535.3,3201.6,1.7,1.7,0.38,0.38,9.650934500334373,8.071718258888376,13,0.2751648599939159,False
81c4d42022,79.6,d,casa_pareada,3530.9,980.4,1.7,1.7,0.38,0.38,8.16959124875226,6.888980123655803,30,1.0,False
b58be42022,28.4,d,depto,1542.8,1412.6,1.9,1.9,0.47,0.47,7.342002188515753,7.253894921005487,25,0.9881569464760592,False
8bc9642022,47.9,d,casa_pareada,5479.8,2417.5,1.9,1.9,0.47,0.47,8.60900635468869,7.790902792263038,27,1.0,False
c581cf2025,50.1,a,depto,0.0,2388.6,4.0,4.0,0.84,0.84,0.0,7.7788812669019,5,0.9035860180301178,False
bbb6302024,43.8,d,depto,3477.7,1361.1,1.9,1.9,0.47,0.47,8.154413939758008,7.216782905453296,25,0.5265844817475959,False
1146492023,44.4,c,casa_pareada,3924.7,2439.9,4.0,4.0,0.0,0.0,8.275299958264162,7.8001221027369185,-1,0.0,True
3d04682022,50.0,f,casa_pareada,7761.4,2903.7,1.6,1.6,0.33,0.33,8.95704684371109,7.974085393729522,16,0.6329660472025106,False
aaa3572024,31.1,d,depto,1551.9,1748.6,1.9,1.9,0.47,0.47,7.347879429575143,7.467142469362558,25,1.0,False
22b8c12021,48.6,d,depto,7889.2,2445.5,1.9,1.9,0.47,0.47,8.97337676206111,7.802413710729178,25,1.0,False
e552de2025,48.7,g,casa_aislada,17055.6,2939.8,1.1,1.1,0.28,0.28,9.744292504583228,7.986436932161368,24,0.5780845778299072,False
e4916c2021,99.9,d,depto,1940.0,4199.4,1.9,1.9,0.47,0.47,7.57095858316901,8.342935037831838,25,0.30057898644381276,False
520bb62024,47.0,e,casa_pareada,5774.9,2657.7,1.7,1.7,0.38,0.38,8.6614493674034,7.885592560507808,11,0.8306291088912736,False
1d2be42025,29.4,d,depto,3065.3,16997.2,1.9,1.9,0.47,0.47,8.02822690200314,9.74086273507948,25,0.21904862000399472,False
b2d1d32021,48.8,d,depto,4002.8,2453.8,1.9,1.9,0.47,0.47,8.294999189137616,7.805800570514942,25,1.0,False
945d872025,21.1,d,depto,295.6,1054.8,1.9,1.9,0.47,0.47,5.692384429703832,6.962054052389516,25,0.32095446539542194,False
533e472024,49.9,d,depto,6278.6,2496.4,1.9,1.9,0.47,0.47,8.745061563166162,7.8230054696810445,25,1.0,False
80d30f2020,72.7,f,casa_aislada,21141.1,1133.9,1.0,1.0,0.0,0.0,9.959021592238905,7.034299820307093,-1,0.0,True
86a49c2020,58.7,d,casa_pareada,316.0,0.0,1.7,1.7,0.38,0.38,5.75890177387728,0.0,-1,0.0,True
e212602021,74.1,d,casa_aislada,14559.4,3332.5,1.9,1.9,0.47,0.47,9.586060793900787,8.111778082058114,18,0.7528193402893595,False
26f8ce2019,60.0,a,depto,1064.9,2736.0,4.0,4.0,0.84,0.84,6.971574791695091,7.914617709040679,4,0.8018556975223077,False
8737e42024,50.9,d,depto,1723.9,2536.9,1.9,1.9,0.47,0.47,7.452924356770583,7.839092246394858,25,1.0,False
50e9c02023,23.6,d,depto,1490.1,2014.0,1.9,1.9,0.47,0.47,7.3072693815968615,7.608374474380783,25,0.6571066997196183,False
f0ffba2024,53.7,d,depto,1983.5,2640.1,1.7,1.7,0.38,0.38,7.59312227222312,7.878950776025578,26,0.8227418672805707,False
5d81ed2022,32.1,d,depto,2284.5,1465.5,1.9,1.9,0.47,0.47,7.734340097771799,7.2906338884175055,25,0.8575344906097516,False
5ab40e2023,49.9,d,depto,7912.9,2495.6,3.0,3.0,0.6,0.6,8.976375986030307,7.822685085216951,10,1.0,False
4831462023,52.2,g,depto,8920.7,3104.4,1.6,1.6,0.33,0.33,9.096241790375071,8.040897810547069,29,0.5478711712232239,False
2551ba2021,41.4,d,casa_pareada,9034.1,2150.8,1.9,1.9,0.47,0.47,9.1088722710337,7.674059980159809,27,1.0,False
a98eff2026,50.0,d,depto,1096.6,1967.7,1.9,1.9,0.47,0.47,7.000881256971621,7.585128705426041,25,0.7994149849430158,False
cfdc5b2024,26.6,d,depto,1333.1,1164.4,1.9,1.9,0.47,0.47,7.196012186184761,7.060819654708974,25,0.9441492809581127,False
46a2242025,48.0,d,depto,1933.9,2422.3,1.9,1.9,0.47,0.47,7.567810924541883,7.792885526606668,25,1.0,False
ef0bd32022,52.3,d,depto,3746.5,2588.9,1.9,1.9,0.47,0.47,8.228844229976753,7.859374543909587,25,1.0,False
769ab72020,51.1,d,depto,10037.2,2543.4,1.9,1.9,0.47,0.47,9.2141530943041,7.84165014480465,25,1.0,False
3ee9b92025,33.6,c,depto,752.5,1753.4,3.0,3.0,0.6,0.6,6.62472901806655,7.469882197103678,9,0.37900819066198,False
5378b02025,60.1,d,depto,2514.1,17989.2,1.9,1.9,0.47,0.47,7.8300678431747865,9.797582444170164,25,0.1741398739852535,False
1cbc162024,27.7,d,depto,2205.6,1207.3,1.9,1.9,0.47,0.47,7.699208148326206,7.096969692033262,25,0.9137103380232224,False
47dd852023,48.0,f,depto,2232.4,2812.7,1.7,1.7,0.38,0.38,7.711280367011692,7.942255622183002,21,0.8741234253574447,False
7e98132019,47.2,d,depto,3926.0,2390.5,1.9,1.9,0.47,0.47,8.27563105457801,7.779676063120352,25,1.0,False
cd02a52024,33.7,d,depto,462.8,1428.8,1.9,1.9,0.47,0.47,6.139453424821431,7.265289853332751,25,0.7844903173966148,False
90105d2025,43.1,d,depto,852.8,0.0,1.9,1.9,0.47,0.47,6.749696974323862,0.0,12,1.0,False
d0898b2021,31.5,d,depto,443.9,1500.8,1.9,1.9,0.47,0.47,6.097849537811996,7.314419667665783,25,0.7948509648535759,False
48c6b22025,50.1,a,depto,0.0,2388.6,4.0,4.0,0.84,0.84,0.0,7.7788812669019,5,0.9035860180301178,False
c046e52026,57.8,d,depto,3454.0,2790.9,1.9,1.9,0.47,0.47,8.14757773620177,7.934477646621922,25,1.0,False
8279a72026,63.1,d,depto,2837.0,2978.6,1.9,1.9,0.47,0.47,7.950854857719988,7.999544342302121,25,0.8463024436142536,False
87f4df2021,60.0,f,casa_aislada,8819.1,3335.0,1.6,1.6,0.33,0.33,9.084788486805044,8.112527763478637,20,1.0,False
273b6a2025,47.0,d,casa_pareada,6897.8,2381.7,1.7,1.7,0.38,0.38,8.839102762417246,7.775989577440603,31,0.11173849007714322,False
bfcf8d2020,101.4,c,casa_aislada,5624.1,4356.8,4.0,4.0,0.84,0.84,8.634994004692375,8.379722621840177,-1,0.0,True
34d6072026,29.3,e,depto,1445.2,1798.3,1.7,1.7,0.38,0.38,7.2766947057408515,7.495152979358473,13,0.43883315432556086,False
ab8e102020,55.0,a,depto,8.8,2564.2,4.0,4.0,0.84,0.84,2.2823823856765264,7.849791727274708,4,0.2329583881857596,False
09a6d62022,47.9,d,casa_pareada,5263.6,2417.5,1.9,1.9,0.47,0.47,8.568760448272643,7.790902792263038,27,1.0,False
152d942023,43.7,f,casa_aislada,7202.9,2613.2,1.6,1.6,0.33,0.33,8.88237782502238,7.868713402351451,20,1.0,False
bb0aca2023,50.6,d,depto,6597.6,2524.2,1.9,1.9,0.47,0.47,8.79461278430151,7.83407554649347,25,1.0,False
0afdb72023,84.2,d,depto,3196.9,5357.8,1.9,1.9,0.47,0.47,8.070249623361532,8.586495348402831,25,0.2818921503404593,False
1c2a412026,53.1,d,casa_pareada,3076.6,2357.9,1.9,1.9,0.47,0.47,8.031905351438086,7.76595068766558,27,0.37665991072738675,False
a9712e2022,49.9,d,depto,8514.6,2495.6,3.0,3.0,0.6,0.6,9.049655054501583,7.822685085216951,10,1.0,False
de17462019,48.4,d,depto,1804.1,6021.6,1.9,1.9,0.47,0.47,7.498371270894416,8.70327433875134,25,0.42870190100450917,False
169f212026,61.1,d,depto,7067.8,2908.6,1.9,1.9,0.47,0.47,8.863446013225799,7.975770893672779,25,0.8392126257920535,False
4b331d2025,52.7,f,casa_pareada,6078.2,3023.9,1.7,1.7,0.38,0.38,8.712628387355576,8.014633312067279,15,0.06483698379393098,False
dc98422025,54.3,a,depto,509.5,2539.1,4.0,4.0,0.84,0.84,6.23539063760472,7.839958729316341,4,0.9137589256654778,False
368fcc2024,81.1,d,casa_aislada,15177.6,3540.1,1.9,1.9,0.47,0.47,9.62764182008252,8.172192692323142,18,0.597256471786446,False
06bb0c2021,94.9,e,casa_aislada,7712.4,4363.8,1.7,1.7,0.38,0.38,8.950714355084559,8.381327648209089,14,0.09977468317596193,False
4c01b42026,32.3,f,depto,2926.5,2031.9,1.6,1.6,0.33,0.33,7.981904095471872,7.617218624027019,22,0.29356132829747333,False
0b440a2023,52.8,d,depto,5434.7,2606.3,1.9,1.9,0.47,0.47,8.600743586110172,7.866070482111525,25,1.0,False
ce67222025,42.6,d,depto,3432.6,2204.1,1.9,1.9,0.47,0.47,8.141364552436379,7.698528138326522,25,1.0,False
d432e12018,45.2,d,casa_pareada,2479.1,2311.6,1.9,1.9,0.47,0.47,7.81605416092674,7.746127711694862,27,0.3493041082592521,False
cd47ec2022,48.7,d,depto,1626.4,2448.3,1.9,1.9,0.47,0.47,7.394738928262557,7.803557548428956,25,1.0,False
da2b5e2026,31.9,f,depto,1080.2,2012.0,1.7,1.7,0.38,0.38,6.985826814402293,7.607381425639791,21,0.30398740201025437,False
7062212023,53.5,d,depto,4481.7,2633.0,1.9,1.9,0.47,0.47,8.407980822442665,7.876258882303226,25,1.0,False
956ddb2025,28.0,g,depto,2567.8,2246.7,1.6,1.6,0.33,0.33,7.851194142775304,7.717662750150781,29,0.36851635819986484,False
85e51e2025,48.3,e,casa_aislada,12736.5,2717.9,1.7,1.7,0.38,0.38,9.45230567753098,7.907982665728846,14,1.0,False
fbecae2023,50.4,d,depto,2394.6,2515.6,1.9,1.9,0.47,0.47,7.781389000390307,7.830664063157868,25,1.0,False
c4e42d2024,29.0,d,depto,2019.5,869.1,1.9,1.9,0.47,0.47,7.611100284518528,6.768608147571979,25,0.4873090343361139,False
29cc052023,48.6,d,casa_pareada,13142.2,2445.5,1.9,1.9,0.47,0.47,9.483659793592127,7.802413710729178,27,0.4121577801836361,False
