cluster_hdbscan,n,silhouette_media,silhouette_mediana,silhouette_min,silhouette_p25,silhouette_p75,silhouette_max,pct_silhouette_negativo
0,63,0.12761697954172085,0.17863606002673424,-0.2824180152475211,0.0338456811583764,0.266438104716089,0.26987216250927853,17.46031746031746
1,85,0.5630647169733236,0.6162180807052082,0.2154419232626609,0.518895572534233,0.6448668271541474,0.6553872601138158,0.0
2,185,0.11828630576388906,0.2184322160909428,-0.5094289244331437,-0.051805277589604806,0.318639258567845,0.33953864333758543,27.027027027027028
3,181,0.5655835427736121,0.705486042346721,0.05197093877239252,0.4593479836289857,0.7068118931191081,0.7089083848963764,0.0
4,66,0.4585170641609544,0.5566810869952733,0.0028577320281994276,0.3548803165962262,0.5591874288329328,0.5633302172521134,0.0
5,87,0.6229554616735238,0.6857605593207907,-0.2553923917151092,0.6807221510394809,0.7396576111978462,0.7566352644340398,3.4482758620689653
6,79,0.8689585135569275,0.8668992102104612,0.23707690940040932,0.8491369139468017,0.9084064510276966,0.9084064510276966,0.0
7,57,0.9195667919818769,0.9353420087648574,0.03551655253126494,0.9285343534244003,0.9387746485261046,0.9431643633015945,0.0
8,85,0.42084832147146695,0.5832890407952265,-0.03296714215797321,0.22585400041077056,0.5907346060129015,0.5915003660956406,1.1764705882352942
9,52,0.8792116361697289,0.8821011117592976,0.799908370548876,0.8818751614768684,0.9050328728548241,0.9078653375851322,0.0
10,58,0.9020534237701104,0.9206135713454817,0.7833187605767061,0.8829842341647455,0.9297559507454415,0.932434327613618,0.0
11,129,0.5039280908269743,0.6982143416049709,-0.19221333111400007,0.12233225670026057,0.6997505587370088,0.7029185650189278,6.2015503875969
12,83,0.9672001646603747,0.9694937962423317,0.9315312574602416,0.9635461437964855,0.9748399521303166,0.97561341020167,0.0
13,78,0.8402838519733126,0.8976142525722461,0.017171623052147672,0.8903072352551706,0.9080635186093758,0.9090678804765986,0.0
14,82,0.8564989329266676,0.874641092150777,0.7884840484740809,0.8191532408606923,0.8832814370841435,0.8864611293060518,0.0
15,68,0.8932373475668536,0.9161197061565752,0.8188361565315101,0.8455520580961342,0.9197655226221043,0.924201987423714,0.0
